SYMBOL;DESCRIPTION;IBKR SYMBOL;CURRENCY;PRODUCT;REGION;EXCHANGE *PRIMARY EXCHANGE;Classificação Econômica;inloco
AIMF.P;AIM6 VENTURES INC;AIMF.P;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AIML;AI/ML INNOVATIONS INC;AIML;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AION;AION THERAPEUTIC INC;AION;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AIP.U.BAD;AIP REALTY TRUST;AIP.U.BAD;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AIR;CLEAN AIR METALS INC;AIR;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AIS;A.I.S. RESOURCES LTD;AIS;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AISX;AISIX SOLUTIONS INC;AISX;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AITT;TRENCHANT TECHNOLOGIES CAPIT;AITT;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AIV.P;APOLO IV ACQUISITION CORP;AIV.P;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
AIVC;AI ARTIFICIAL INTELLIGENCE V;AIVC;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AJA;AJA HEALTH AND WELLNESS INC;AJA;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AJN;AJN RESOURCES INC;AJN;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AKH.H;ALASKA HYDRO CORP;AKH.H;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AKR;ACKROO INC;AKR;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
AKT.A;AKITA DRILLING LTD-CL A;AKT.A;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AKT.B;AKITA DRILLING LTD-CL B;AKT.B;CAD;Stocks;CA;TSE*;Desenvolvido;1
ALA;ALTAGAS LTD;ALA;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ALA.PR.A;ALTAGAS LTD;ALA.PR.A;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ALA.PR.B;ALTAGAS LTD;ALA.PR.B;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ALA.PR.G;ALTAGAS LTD;ALA.PR.G;CAD;Stocks;CA;TSE*;Desenvolvido;1
ALAB.P;A-LABS CAPITAL II CORP;ALAB.P;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ALBT.P;ALBATROS ACQUISITION CORP IN;ALBT.P;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ALC;ALGOMA CENTRAL CORP;ALC;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ALCC.P;A-LABS CAPITAL IV CORP;ALCC.P;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
ALCU;ALPHA COPPER CORP;ALCU;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ALDD.P;ALDD VENTURES CORP;ALDD.P;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ALDE;ALDEBARAN RESOURCES INC;ALDE;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
ALE;ALERIO GOLD CORP;ALE;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ALEX;ALPHA EXPLORATION LTD;ALEX;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
ALFA.P;ODESSA CAPITAL LTD;ALFA.P;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
