SYMBOL;DESCRIPTION;IBKR SYMBOL;CURRENCY;PRODUCT;REGION;EXCHANGE *PRIMARY EXCHANGE;Classificação Econômica;inloco
6217;TSUDAKOMA CORP;6217.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6218;ENSHU LTD;6218;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
622;OSHIDORI INTERNATIONAL HOLDI;622;HKD;Stocks;HK;SEHK*;Desenvolvido;1
6222;SHIMA SEIKI MFG LTD;6222.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6223;SEIBU GIKEN CO LTD;6223.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6224;POLYTRONICS TECHNOLOGY CORP;6224;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6224;JRC CO LTD;6224.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6225;AIPTEK INTERNATIONAL INC;6225;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6226;PARA LIGHT ELECTRONICS CO LT;6226;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6226;MORIYA TRANSPORTATION ENGINE;6226;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6227;AIMECHATEC LTD;6227;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6228;J.E.T. CO LTD;6228;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6229;OKUMURA ENGINEERING CORP;6229.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
623;SINOMEDIA HOLDING LTD;623;HKD;Stocks;HK;SEHK*;Desenvolvido;1
6230;NIDEC CHAUN-CHOUNG TECHNOLOG;6230;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6230;SANEI LTD;6230.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6231;KIMURA KOHKI CO LTD;6231;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6232;ACSL LTD;6232.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6233;KLASS CORP;6233.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6235;WAFFER TECHNOLOGY CORP;6235;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6235;OPTORUN CO LTD;6235.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6237;IWAKI CO LTD;6237.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6238;FURYU CORP;6238.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6239;POWERTECH TECHNOLOGY INC;6239;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6239;NAGAOKA INTERNATIONAL CORP;6239.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6240;YAMASHIN-FILTER CORP;6240;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6243;ENE TECHNOLOGY INC;6243;TWD;Stocks;TW;TWSE*;Desenvolvido;1
